SurveyNumber,SurveyEffortKey,StrainCd,SurveyId,WaterBodyName,AgencyUnitName,SiteName,SurveyBeginTimestamp,Updated
-1147,2563,YEP,13746,Grand Sable Lake,Eastern Lake Superior Management Unit,Grand Sable Lake,09/05/1995,
-1147,2565,CWS,13746,Grand Sable Lake,Eastern Lake Superior Management Unit,Grand Sable Lake,09/05/1995,
-1147,2565,RKB,13746,Grand Sable Lake,Eastern Lake Superior Management Unit,Grand Sable Lake,09/05/1995,
-1146,2566,SPL,13745,Tank Lake,Eastern Lake Superior Management Unit,Tank Lake,05/31/1995,
-1143,2570,NOP,13742,Perch Lake,Eastern Lake Superior Management Unit,Perch Lake,06/05/1995,
-1142,2572,RKB,13741,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/12/1995,
-1140,2573,PSF,13739,Cusino Lake,Northern Lake Michigan Management Unit,Cusino Lake,05/22/1995,
-1140,2573,YEP,13739,Cusino Lake,Northern Lake Michigan Management Unit,Cusino Lake,05/22/1995,
-1140,2574,PSF,13739,Cusino Lake,Northern Lake Michigan Management Unit,Cusino Lake,05/22/1995,
-1140,2574,YEP,13739,Cusino Lake,Northern Lake Michigan Management Unit,Cusino Lake,05/22/1995,
-1139,2574,CWS,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1139,2574,RKB,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1139,2575,CWS,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1139,2575,RKB,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1139,2576,CWS,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1139,2576,YEP,13738,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/15/1995,
-1138,2575,BRB,13737,East Lake,Eastern Lake Superior Management Unit,East Lake,05/30/1995,
-1136,2577,BLG,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2577,BRB,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2577,CWS,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2577,PSF,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2577,RKB,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,BLG,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,BRB,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,CWS,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,PSF,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,RKB,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1136,2578,YEP,13735,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,08/28/1995,
-1131,2582,CWS,13731,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/15/1995,
-1131,2583,CWS,13731,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/15/1995,
-1088,2628,PSF,13691,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/21/1993,
-1088,2628,YEP,13691,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/21/1993,
-1081,2634,YEP,13684,Helen Lake,Northern Lake Huron Management Unit,Helen Lake,09/14/1993,
-1079,2636,YEP,13682,Gravel Lake,Northern Lake Huron Management Unit,Gravel Lake,09/15/1993,
-1076,2640,BRB,13679,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/10/1992,
-1076,2640,RKB,13679,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/10/1992,
-1076,2641,RKB,13679,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/10/1992,
-1076,2642,RKB,13679,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/10/1992,
-1071,2644,BRB,13674,Ross Lake,Northern Lake Michigan Management Unit,Ross Lake,05/19/1992,
-1070,2645,CWS,13673,Sunken Lake,Northern Lake Michigan Management Unit,Sunken Lake,07/28/1992,
-1054,2662,BRB,13657,Sullivan Lake,Eastern Lake Superior Management Unit,Sullivan Lake,07/29/1992,
-1053,2663,BRB,13656,Snyder Lake,Northern Lake Michigan Management Unit,Snyder Lake,07/29/1992,
-1053,2663,CWS,13656,Snyder Lake,Northern Lake Michigan Management Unit,Snyder Lake,07/29/1992,
-1051,2667,BRB,13654,Culhane Lake,Eastern Lake Superior Management Unit,Culhane Lake,09/09/1991,
-1051,2668,BRB,13654,Culhane Lake,Eastern Lake Superior Management Unit,Culhane Lake,09/09/1991,
-1050,2667,BRB,13653,Bodi Lake,Eastern Lake Superior Management Unit,Bodi Lake,09/03/1991,
-1050,2668,BRB,13653,Bodi Lake,Eastern Lake Superior Management Unit,Bodi Lake,09/03/1991,
-1050,2668,CWS,13653,Bodi Lake,Eastern Lake Superior Management Unit,Bodi Lake,09/03/1991,
-1049,2667,BRB,13652,Betsy Lake,Eastern Lake Superior Management Unit,Betsy Lake,08/08/1991,
-1048,2668,BRB,13651,Clark Lake,Eastern Lake Superior Management Unit,Clark Lake,08/06/1991,
-1048,2668,PSF,13651,Clark Lake,Eastern Lake Superior Management Unit,Clark Lake,08/06/1991,
-1047,2669,BRB,13650,Sheephead Lake,Eastern Lake Superior Management Unit,Sheephead Lake,08/05/1991,
-1045,2671,BRB,13649,Triangle Lake,Northern Lake Michigan Management Unit,Triangle Lake,06/24/1991,
-1045,2671,GOS,13649,Triangle Lake,Northern Lake Michigan Management Unit,Triangle Lake,06/24/1991,
-1045,2671,PSF,13649,Triangle Lake,Northern Lake Michigan Management Unit,Triangle Lake,06/24/1991,
-1045,2671,YEP,13649,Triangle Lake,Northern Lake Michigan Management Unit,Triangle Lake,06/24/1991,
-1041,2675,RKB,13645,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",06/18/1991,
-1041,2675,YEP,13645,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",06/18/1991,
-1041,2676,YEP,13645,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",06/18/1991,
-1039,2678,RKB,13643,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/29/1991,
-1039,2679,RKB,13643,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/29/1991,
-1035,2681,RKB,13639,Pretty Lake,Eastern Lake Superior Management Unit,Pretty Lake,06/13/1990,
-1035,2681,YEP,13639,Pretty Lake,Eastern Lake Superior Management Unit,Pretty Lake,06/13/1990,
-1035,2682,RKB,13639,Pretty Lake,Eastern Lake Superior Management Unit,Pretty Lake,06/13/1990,
-1035,2682,YEP,13639,Pretty Lake,Eastern Lake Superior Management Unit,Pretty Lake,06/13/1990,
-1033,2684,YEP,13637,Beaverhouse Lake,Eastern Lake Superior Management Unit,Beaverhouse Lake,06/12/1990,
-1031,2686,CWS,13636,Kingston Lake,Eastern Lake Superior Management Unit,Kingston Lake,06/18/1990,
-1031,2686,PSF,13636,Kingston Lake,Eastern Lake Superior Management Unit,Kingston Lake,06/18/1990,
-1031,2686,RKB,13636,Kingston Lake,Eastern Lake Superior Management Unit,Kingston Lake,06/18/1990,
-1031,2686,YEP,13636,Kingston Lake,Eastern Lake Superior Management Unit,Kingston Lake,06/18/1990,
-1030,2688,BRB,13635,Ross Lake,Northern Lake Michigan Management Unit,Ross Lake,05/14/1990,
-1030,2689,BRB,13635,Ross Lake,Northern Lake Michigan Management Unit,Ross Lake,05/14/1990,
-1020,2709,BLG,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2709,PSF,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2709,RKB,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2709,YEP,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2710,BLG,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2710,PSF,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2710,RKB,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2710,YEP,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2711,BLG,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2711,CWS,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2711,PSF,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2711,RKB,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1020,2711,YEP,13625,Gulliver Lake,Northern Lake Michigan Management Unit,Gulliver Lake,05/21/1990,
-1018,2711,PSF,13623,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/26/1989,
-1018,2711,RKB,13623,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/26/1989,
-1018,2711,YEP,13623,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/26/1989,
-1017,2714,BRB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1017,2714,RKB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1017,2715,BRB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1017,2715,RKB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1017,2716,BRB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1017,2716,RKB,13622,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/19/1989,
-1015,2716,CWS,13620,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/30/1989,
-1015,2716,RKB,13620,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/30/1989,
-1015,2717,RKB,13620,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,05/30/1989,
-1014,2717,BLG,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2717,BRB,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2717,CWS,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2717,PSF,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2717,RKB,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2718,BLG,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2718,CWS,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2718,PSF,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1014,2718,RKB,13619,Straits Lake,Northern Lake Michigan Management Unit,Straits Lake,09/21/1989,
-1007,2728,BUL,13612,Garnet Lake,Northern Lake Michigan Management Unit,Garnet Lake,09/12/1989,
-1007,2728,PER,13612,Garnet Lake,Northern Lake Michigan Management Unit,Garnet Lake,09/12/1989,
-1007,2728,RKB,13612,Garnet Lake,Northern Lake Michigan Management Unit,Garnet Lake,09/12/1989,
-1007,2728,SUN,13612,Garnet Lake,Northern Lake Michigan Management Unit,Garnet Lake,09/12/1989,
-1007,2728,WCR,13612,Garnet Lake,Northern Lake Michigan Management Unit,Garnet Lake,09/12/1989,
-999,2742,CWS,13604,Beaver Lake,Eastern Lake Superior Management Unit,Beaver Lake,05/04/1988,
-999,2742,YEP,13604,Beaver Lake,Eastern Lake Superior Management Unit,Beaver Lake,05/04/1988,
-984,2769,BLG,13589,West Twin Lake,Eastern Lake Superior Management Unit,West Twin Lake,09/06/1988,
-984,2769,BRB,13589,West Twin Lake,Eastern Lake Superior Management Unit,West Twin Lake,09/06/1988,
-984,2769,CWS,13589,West Twin Lake,Eastern Lake Superior Management Unit,West Twin Lake,09/06/1988,
-984,2771,BLG,13589,West Twin Lake,Eastern Lake Superior Management Unit,West Twin Lake,09/06/1988,
-977,2789,BRB,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2789,CWS,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2789,NOP,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2789,PSF,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2789,RKB,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2790,CWS,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,BLG,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,BRB,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,CWS,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,PSF,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,RKB,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-977,2791,WAE,13582,South Manistique Lake,Northern Lake Michigan Management Unit,South Manistique Lake,09/19/1988,
-969,2805,SPL,13574,Pretty Lake,Eastern Lake Superior Management Unit,Pretty Lake,10/27/1986,
-966,2812,PSF,13571,Beaverhouse Lake,Eastern Lake Superior Management Unit,Beaverhouse Lake,10/27/1986,
-966,2812,YEP,13571,Beaverhouse Lake,Eastern Lake Superior Management Unit,Beaverhouse Lake,10/27/1986,
-960,2818,PSF,13565,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",09/03/1987,
-960,2818,RKB,13565,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",09/03/1987,
-960,2818,SMB,13565,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",09/03/1987,
-933,2864,WAE,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2865,RKB,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2865,WAE,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2866,RKB,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2866,WAE,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2867,RKB,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2867,SMB,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-933,2867,WAE,13538,Caribou Lake,Northern Lake Huron Management Unit,Caribou Lake,05/19/1986,
-928,2872,PSF,13533,Tank Lake,Eastern Lake Superior Management Unit,Tank Lake,11/07/1984,
-928,2872,RKB,13533,Tank Lake,Eastern Lake Superior Management Unit,Tank Lake,11/07/1984,
-928,2872,YEP,13533,Tank Lake,Eastern Lake Superior Management Unit,Tank Lake,11/07/1984,
-925,2880,BRB,13530,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/05/1985,
-925,2880,RKB,13530,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/05/1985,
-925,2882,CWS,13530,Muskallonge Lake,Eastern Lake Superior Management Unit,Muskallonge Lake,08/05/1985,
-913,2907,BLG,13518,Red Lake,Northern Lake Michigan Management Unit,Red Lake,08/13/1985,
-913,2907,LMB,13518,Red Lake,Northern Lake Michigan Management Unit,Red Lake,08/13/1985,
-913,2907,PSF,13518,Red Lake,Northern Lake Michigan Management Unit,Red Lake,08/13/1985,
-900,2931,RKB,13505,Brevoort Lake,Northern Lake Michigan Management Unit,Brevoort Lake,10/02/1984,
-900,2931,YEP,13505,Brevoort Lake,Northern Lake Michigan Management Unit,Brevoort Lake,10/02/1984,
-900,2932,YEP,13505,Brevoort Lake,Northern Lake Michigan Management Unit,Brevoort Lake,10/02/1984,
-896,2938,BRB,13501,Nevins Lake,Northern Lake Michigan Management Unit,Nevins Lake,07/16/1985,
-894,2942,NOP,13499,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/04/1984,
-893,2944,BRB,13498,Lower Shoe Lake,Northern Lake Michigan Management Unit,Lower Shoe Lake,07/18/1984,
-893,2944,YEP,13498,Lower Shoe Lake,Northern Lake Michigan Management Unit,Lower Shoe Lake,07/18/1984,
-891,2950,RKB,13496,Monocle Lake,Eastern Lake Superior Management Unit,Monocle Lake,07/17/1984,
-891,2951,CWS,13496,Monocle Lake,Eastern Lake Superior Management Unit,Monocle Lake,07/17/1984,
-886,2961,BLG,13491,McKeever Lake,Northern Lake Michigan Management Unit,McKeever Lake,08/28/1984,
-885,2964,BKT AS,13490,Twilight Lake,Northern Lake Michigan Management Unit,Twilight Lake,09/11/1984,
-866,3004,BRB,13471,Pratt Lake,Eastern Lake Superior Management Unit,Pratt Lake,06/15/1983,
-866,3004,YEP,13471,Pratt Lake,Eastern Lake Superior Management Unit,Pratt Lake,06/15/1983,
-857,3018,YEP,13462,Spruce Lake,Northern Lake Michigan Management Unit,Spruce Lake,11/03/1982,
-842,3035,YEP,13447,Soldier Lake,Northern Lake Huron Management Unit,Soldier Lake,07/06/1983,
-835,3051,BRB,13440,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/06/1983,
-835,3051,CWS,13440,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/06/1983,
-835,3051,PSF,13440,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/06/1983,
-835,3051,RKB,13440,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/06/1983,
-835,3051,YEP,13440,Frenchman Lake,Northern Lake Huron Management Unit,Frenchman Lake,06/06/1983,
-831,3056,CAR,13436,Little Brevoort Lake,Northern Lake Michigan Management Unit,Little Brevoort Lake,10/27/1982,
-817,3081,YEP,13422,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",06/16/1982,
-817,3082,YEP,13422,"Belle Lake, North",Eastern Lake Superior Management Unit,"Belle Lake, North",06/16/1982,
-813,3091,CWS,13418,Monocle Lake,Eastern Lake Superior Management Unit,Monocle Lake,10/30/1981,
-813,3091,PER,13418,Monocle Lake,Eastern Lake Superior Management Unit,Monocle Lake,10/30/1981,
-810,3099,BLB,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,BLG,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,CWS,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,NOP,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,PSF,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,RKB,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3099,YEP,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3100,BLG,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3100,NOP,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3100,PSF,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3100,RKB,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-810,3100,YEP,13415,Millecoquins Lake,Northern Lake Michigan Management Unit,Millecoquins Lake,06/07/1982,
-809,3103,BRB,13414,Andrus Lake,Eastern Lake Superior Management Unit,Andrus Lake,09/16/1981,
-809,3103,YEP,13414,Andrus Lake,Eastern Lake Superior Management Unit,Andrus Lake,09/16/1981,
-809,3104,BRB,13414,Andrus Lake,Eastern Lake Superior Management Unit,Andrus Lake,09/16/1981,
-808,3106,BRB,13413,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/27/1981,
-808,3106,NOP,13413,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/27/1981,
-808,3106,PSF,13413,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/27/1981,
-808,3106,RKB,13413,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/27/1981,
-808,3106,YEP,13413,Pike Lake,Eastern Lake Superior Management Unit,Pike Lake,06/27/1981,
-805,3111,BRB,13410,Nawakwa Lake,Eastern Lake Superior Management Unit,Nawakwa Lake,06/25/1981,
